document_id	genre	corpus	split	label	label_binary	total_clauses	meta_has_derailed	meta_max_toxicity	meta_mean_toxicity	meta_num_turns	meta_genre_description	meta_num_words	present-simple-indicative-active	present-simple-indicative-passive	present-simple-subjunctive-active	present-simple-subjunctive-passive	present-simple-imperative-active	present-simple-imperative-passive	present-simple-conditional-active	present-simple-conditional-passive	present-simple-modal-active	present-simple-modal-passive	present-progressive-indicative-active	present-progressive-indicative-passive	present-progressive-subjunctive-active	present-progressive-subjunctive-passive	present-progressive-imperative-active	present-progressive-imperative-passive	present-progressive-conditional-active	present-progressive-conditional-passive	present-progressive-modal-active	present-progressive-modal-passive	present-perfect-indicative-active	present-perfect-indicative-passive	present-perfect-subjunctive-active	present-perfect-subjunctive-passive	present-perfect-imperative-active	present-perfect-imperative-passive	present-perfect-conditional-active	present-perfect-conditional-passive	present-perfect-modal-active	present-perfect-modal-passive	present-perfect-progressive-indicative-active	present-perfect-progressive-indicative-passive	present-perfect-progressive-subjunctive-active	present-perfect-progressive-subjunctive-passive	present-perfect-progressive-imperative-active	present-perfect-progressive-imperative-passive	present-perfect-progressive-conditional-active	present-perfect-progressive-conditional-passive	present-perfect-progressive-modal-active	present-perfect-progressive-modal-passive	past-simple-indicative-active	past-simple-indicative-passive	past-simple-subjunctive-active	past-simple-subjunctive-passive	past-simple-imperative-active	past-simple-imperative-passive	past-simple-conditional-active	past-simple-conditional-passive	past-simple-modal-active	past-simple-modal-passive	past-progressive-indicative-active	past-progressive-indicative-passive	past-progressive-subjunctive-active	past-progressive-subjunctive-passive	past-progressive-imperative-active	past-progressive-imperative-passive	past-progressive-conditional-active	past-progressive-conditional-passive	past-progressive-modal-active	past-progressive-modal-passive	past-perfect-indicative-active	past-perfect-indicative-passive	past-perfect-subjunctive-active	past-perfect-subjunctive-passive	past-perfect-imperative-active	past-perfect-imperative-passive	past-perfect-conditional-active	past-perfect-conditional-passive	past-perfect-modal-active	past-perfect-modal-passive	past-perfect-progressive-indicative-active	past-perfect-progressive-indicative-passive	past-perfect-progressive-subjunctive-active	past-perfect-progressive-subjunctive-passive	past-perfect-progressive-imperative-active	past-perfect-progressive-imperative-passive	past-perfect-progressive-conditional-active	past-perfect-progressive-conditional-passive	past-perfect-progressive-modal-active	past-perfect-progressive-modal-passive	future-simple-indicative-active	future-simple-indicative-passive	future-simple-subjunctive-active	future-simple-subjunctive-passive	future-simple-imperative-active	future-simple-imperative-passive	future-simple-conditional-active	future-simple-conditional-passive	future-simple-modal-active	future-simple-modal-passive	future-progressive-indicative-active	future-progressive-indicative-passive	future-progressive-subjunctive-active	future-progressive-subjunctive-passive	future-progressive-imperative-active	future-progressive-imperative-passive	future-progressive-conditional-active	future-progressive-conditional-passive	future-progressive-modal-active	future-progressive-modal-passive	future-perfect-indicative-active	future-perfect-indicative-passive	future-perfect-subjunctive-active	future-perfect-subjunctive-passive	future-perfect-imperative-active	future-perfect-imperative-passive	future-perfect-conditional-active	future-perfect-conditional-passive	future-perfect-modal-active	future-perfect-modal-passive	future-perfect-progressive-indicative-active	future-perfect-progressive-indicative-passive	future-perfect-progressive-subjunctive-active	future-perfect-progressive-subjunctive-passive	future-perfect-progressive-imperative-active	future-perfect-progressive-imperative-passive	future-perfect-progressive-conditional-active	future-perfect-progressive-conditional-passive	future-perfect-progressive-modal-active	future-perfect-progressive-modal-passive
291678883.44803.44803	cga_civil	cga_wiki	test	civil	0	37	False	0.0	0.0	7.0			0.4864864864864865	0.0	0.054054054054054	0.027027027027027	0.0	0.0	0.1351351351351351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027027027027027	0.027027027027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1351351351351351	0.027027027027027	0.0	0.0	0.0	0.0	0.027027027027027	0.027027027027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027027027027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292169261.38037.37935	cga_derailed	cga_wiki	test	derailed	1	32	True	0.0	0.0	6.0			0.65625	0.03125	0.0625	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15625	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292889541.104059.104059	cga_derailed	cga_wiki	test	derailed	1	127	True	0.0	0.0	8.0			0.4881889763779528	0.0236220472440944	0.0787401574803149	0.0236220472440944	0.0787401574803149	0.0	0.1181102362204724	0.0	0.0	0.0	0.0393700787401574	0.0	0.0	0.0	0.0	0.0	0.0078740157480314	0.0	0.0	0.0	0.0078740157480314	0.0078740157480314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0551181102362204	0.0078740157480314	0.0	0.0	0.0	0.0	0.0472440944881889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157480314960629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293936006.74518.74518	cga_derailed	cga_wiki	test	derailed	1	42	True	0.0	0.0	8.0			0.5238095238095238	0.0476190476190476	0.0	0.0238095238095238	0.0238095238095238	0.0	0.0714285714285714	0.0	0.0	0.0	0.0238095238095238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0476190476190476	0.0	0.0238095238095238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666666666666	0.0	0.0	0.0	0.0	0.0	0.0238095238095238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0238095238095238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29397466.22319.22319	cga_civil	cga_wiki	test	civil	0	115	False	0.0	0.0	10.0			0.4782608695652174	0.017391304347826	0.0521739130434782	0.0	0.008695652173913	0.0	0.0782608695652174	0.008695652173913	0.0	0.0	0.0260869565217391	0.008695652173913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434782608695652	0.0	0.0260869565217391	0.008695652173913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0260869565217391	0.008695652173913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008695652173913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2944595.3783.3783	cga_civil	cga_wiki	test	civil	0	30	False	0.0	0.0	7.0			0.5	0.0666666666666666	0.1	0.0666666666666666	0.0333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295446996.20932.20932	cga_civil	cga_wiki	test	civil	0	19	False	0.1388094	0.053240161	4.0			0.5263157894736842	0.0	0.0526315789473684	0.0	0.0526315789473684	0.0	0.0526315789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2105263157894736	0.0	0.0	0.0	0.0	0.0	0.1052631578947368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295764543.30964.30964	cga_derailed	cga_wiki	test	derailed	1	62	True	0.0	0.0	6.0			0.4193548387096774	0.032258064516129	0.0161290322580645	0.0	0.0483870967741935	0.0	0.1290322580645161	0.032258064516129	0.0	0.0	0.0	0.0161290322580645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064516129032258	0.0	0.0	0.0	0.0	0.0	0.0161290322580645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1774193548387097	0.0161290322580645	0.0	0.0	0.0	0.0	0.032258064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298072488.25962.25962	cga_civil	cga_wiki	test	civil	0	53	False	0.0	0.0	7.0			0.3773584905660377	0.0377358490566037	0.0377358490566037	0.0188679245283018	0.0943396226415094	0.0	0.1509433962264151	0.0	0.0	0.0	0.0188679245283018	0.0188679245283018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188679245283018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1886792452830188	0.0	0.0	0.0	0.0	0.0	0.0188679245283018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188679245283018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2983900.12105.12105	cga_civil	cga_wiki	test	civil	0	72	False	0.0	0.0	7.0			0.4166666666666667	0.0277777777777777	0.0694444444444444	0.0138888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0138888888888888	0.0138888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0416666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0277777777777777	0.0138888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138888888888888	0.0138888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298502334.9377.9377	cga_civil	cga_wiki	test	civil	0	113	False	0.0	0.0	7.0			0.495575221238938	0.0442477876106194	0.0707964601769911	0.0088495575221238	0.0530973451327433	0.0	0.0707964601769911	0.0	0.0	0.0	0.0353982300884955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0176991150442477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1415929203539823	0.0530973451327433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0088495575221238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298632259.93220.93220	cga_derailed	cga_wiki	test	derailed	1	47	True	0.0	0.0	10.0			0.5106382978723404	0.0212765957446808	0.0	0.0	0.0212765957446808	0.0	0.0851063829787234	0.0212765957446808	0.0	0.0	0.0638297872340425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0638297872340425	0.0425531914893617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212765957446808	0.0	0.0	0.0	0.0	0.0	0.0425531914893617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212765957446808	0.0425531914893617	0.0	0.0	0.0	0.0	0.0212765957446808	0.0	0.0	0.0	0.0212765957446808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2989029.42.0	cga_civil	cga_wiki	test	civil	0	37	False	0.0	0.0	8.0			0.4864864864864865	0.027027027027027	0.054054054054054	0.027027027027027	0.1081081081081081	0.0	0.054054054054054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027027027027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1621621621621621	0.054054054054054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
300874517.2367.2367	cga_civil	cga_wiki	test	civil	0	12	False	0.019174665	0.007516626825	4.0			0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30121908.22504.22504	cga_civil	cga_wiki	test	civil	0	61	False	0.0	0.0	6.0			0.4098360655737705	0.0163934426229508	0.0327868852459016	0.0163934426229508	0.0327868852459016	0.0	0.1475409836065573	0.0	0.0	0.0	0.0327868852459016	0.0	0.0	0.0	0.0	0.0	0.0163934426229508	0.0	0.0	0.0	0.0327868852459016	0.0	0.0	0.0	0.0	0.0	0.0	0.0163934426229508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1147540983606557	0.0163934426229508	0.0	0.0	0.0	0.0	0.0491803278688524	0.0163934426229508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0163934426229508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0163934426229508	0.0	0.0	0.0	0.0	0.0	0.0163934426229508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301686709.2228.2228	cga_civil	cga_wiki	test	civil	0	32	False	0.13623108	0.06410479575	4.0			0.5	0.125	0.125	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304324057.6537.6537	cga_derailed	cga_wiki	test	derailed	1	55	True	0.7009271007619999	0.2076664529331501	6.0			0.6	0.0181818181818181	0.0181818181818181	0.0	0.0363636363636363	0.0	0.1636363636363636	0.0181818181818181	0.0	0.0	0.0	0.0181818181818181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0181818181818181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0363636363636363	0.0545454545454545	0.0	0.0	0.0	0.0	0.0181818181818181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304918542.0.0	cga_civil	cga_wiki	test	civil	0	17	False	0.120809354	0.0739501675999999	5.0			0.4705882352941176	0.0	0.0588235294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1764705882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2352941176470588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
305216336.77708.77708	cga_civil	cga_wiki	test	civil	0	129	False	0.0	0.0	11.0			0.5271317829457365	0.0852713178294573	0.0465116279069767	0.0155038759689922	0.0077519379844961	0.0	0.0232558139534883	0.0077519379844961	0.0	0.0	0.0155038759689922	0.0077519379844961	0.0	0.0	0.0	0.0	0.0077519379844961	0.0	0.0	0.0	0.0077519379844961	0.0	0.0077519379844961	0.0	0.0	0.0	0.0077519379844961	0.0	0.0	0.0	0.0077519379844961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1860465116279069	0.0232558139534883	0.0	0.0	0.0	0.0	0.0077519379844961	0.0077519379844961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
305356656.146327.146327	cga_civil	cga_wiki	test	civil	0	93	False	0.0	0.0	7.0			0.4623655913978494	0.053763440860215	0.021505376344086	0.0	0.021505376344086	0.0	0.0967741935483871	0.010752688172043	0.0	0.0	0.021505376344086	0.021505376344086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010752688172043	0.010752688172043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1720430107526881	0.0	0.0	0.0	0.0	0.0	0.010752688172043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075268817204301	0.0	0.0	0.0	0.0	0.0	0.010752688172043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
305608055.81470.81470	cga_derailed	cga_wiki	test	derailed	1	76	True	0.0	0.0	7.0			0.4736842105263157	0.0789473684210526	0.0921052631578947	0.0	0.0789473684210526	0.0	0.0789473684210526	0.0131578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1184210526315789	0.0131578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0131578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0131578947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
