conversation_id	label	label_binary	num_turns	num_toxicity_scored_utterances	max_toxicity	mean_toxicity	has_toxicity_scores	split
321974548.54886.54886	derailed	1	6	0	0.0	0.0	False	dev
322007841.46090.46090	derailed	1	8	0	0.0	0.0	False	dev
322937402.26510.26510	civil	0	6	0	0.0	0.0	False	dev
323100662.56233.56233	derailed	1	6	0	0.0	0.0	False	dev
323707036.42268.42268	civil	0	7	0	0.0	0.0	False	dev
324625042.21933.21933	derailed	1	4	4	0.8924122999999999	0.2602601215	True	dev
325882590.514.514	civil	0	8	0	0.0	0.0	False	dev
327070540.119787.119787	derailed	1	6	0	0.0	0.0	False	dev
327444640.22172.22172	derailed	1	9	0	0.0	0.0	False	dev
328043589.16897.16897	civil	0	6	6	0.38464582372542666	0.09787943922412361	True	dev
329720221.26925.26925	civil	0	7	0	0.0	0.0	False	dev
329760247.166079.166079	civil	0	8	0	0.0	0.0	False	dev
33090167.90543.90543	civil	0	9	0	0.0	0.0	False	dev
334490665.47054.47054	civil	0	6	6	0.043429084000000014	0.025180991	True	dev
334738879.70375.70239	derailed	1	6	0	0.0	0.0	False	dev
334776438.27739.27739	derailed	1	9	0	0.0	0.0	False	dev
335299044.9453.9453	derailed	1	10	0	0.0	0.0	False	dev
335801903.103827.103827	civil	0	9	0	0.0	0.0	False	dev
337579124.3379.3379	derailed	1	9	0	0.0	0.0	False	dev
338154888.43414.43414	derailed	1	8	0	0.0	0.0	False	dev
338290689.2590.2590	civil	0	5	5	0.14527182	0.07201052799999999	True	dev
33887701.89870.89870	civil	0	7	0	0.0	0.0	False	dev
341617416.168261.168261	civil	0	8	0	0.0	0.0	False	dev
341913487.5430.5381	derailed	1	8	0	0.0	0.0	False	dev
342327012.26988.26988	civil	0	7	0	0.0	0.0	False	dev
34252121.10264.10264	civil	0	4	4	0.0	0.0	True	dev
347122190.4034.4034	civil	0	3	3	0.06257164464819412	0.04825868243710612	True	dev
348050489.13623.13623	derailed	1	5	5	0.7892746	0.257620316	True	dev
350767287.7099.7099	derailed	1	4	4	0.7813948598525469	0.3043599445897928	True	dev
351354582.20857.20857	civil	0	5	5	0.29166523	0.07390529218	True	dev
35138738.3047.3047	civil	0	8	0	0.0	0.0	False	dev
351874821.638.638	derailed	1	4	4	0.8462417312433353	0.29608269544733384	True	dev
353086396.18088.18088	derailed	1	10	0	0.0	0.0	False	dev
353577617.42455.42455	civil	0	6	0	0.0	0.0	False	dev
354516519.5971.5971	civil	0	4	4	0.045766644	0.0309269785	True	dev
35534354.241.241	derailed	1	10	0	0.0	0.0	False	dev
35892071.2013.2013	civil	0	8	0	0.0	0.0	False	dev
362471029.22788.22788	derailed	1	5	5	0.7009271	0.195353034	True	dev
364812646.149316.149316	derailed	1	9	0	0.0	0.0	False	dev
365314113.3156.3156	civil	0	7	0	0.0	0.0	False	dev
366194245.3378.3378	civil	0	4	4	0.2458995995579938	0.07146123484858802	True	dev
366268428.8232.8232	derailed	1	7	0	0.0	0.0	False	dev
366296033.6325.6325	derailed	1	4	4	0.78130203	0.311439625	True	dev
366796148.35031.35031	civil	0	7	0	0.0	0.0	False	dev
36774149.13039.13039	derailed	1	8	0	0.0	0.0	False	dev
368040175.20376.20376	civil	0	4	4	0.08835251	0.05745255	True	dev
368671606.153766.153766	civil	0	9	0	0.0	0.0	False	dev
369499457.82.82	derailed	1	9	0	0.0	0.0	False	dev
370760170.48343.48343	civil	0	4	4	0.13414891	0.05923554475000001	True	dev
371519464.221315.221315	civil	0	7	0	0.0	0.0	False	dev
371833859.42949.43122	civil	0	8	0	0.0	0.0	False	dev
372417086.10498.10498	civil	0	6	0	0.0	0.0	False	dev
372585358.897.897	civil	0	7	0	0.0	0.0	False	dev
373259044.37599.37599	civil	0	6	0	0.0	0.0	False	dev
373564042.28753.28753	civil	0	7	0	0.0	0.0	False	dev
375594395.80054.80054	derailed	1	7	0	0.0	0.0	False	dev
37563631.2716.2716	derailed	1	8	0	0.0	0.0	False	dev
375772543.766.766	civil	0	6	0	0.0	0.0	False	dev
376995535.92365.92365	derailed	1	6	0	0.0	0.0	False	dev
37736655.62719.62520	derailed	1	9	0	0.0	0.0	False	dev
377377077.174238.174238	derailed	1	11	0	0.0	0.0	False	dev
380116022.2225.2141	civil	0	5	5	0.2358613032813309	0.19694322280908338	True	dev
380320498.100826.100826	civil	0	11	0	0.0	0.0	False	dev
38110449.39052.39052	derailed	1	5	5	0.7863738	0.191795353	True	dev
384936354.19264.19264	derailed	1	8	0	0.0	0.0	False	dev
38591519.50243.50547	derailed	1	10	0	0.0	0.0	False	dev
386372872.49161.49161	derailed	1	9	0	0.0	0.0	False	dev
387167288.20553.20553	derailed	1	8	8	0.64452356	0.166723749875	True	dev
38916517.5920.5920	civil	0	5	5	0.09510885	0.040559281	True	dev
390489458.7466.7466	civil	0	8	0	0.0	0.0	False	dev
390604951.276.276	derailed	1	6	6	0.64452356	0.2595911	True	dev
391301995.3559.3559	civil	0	4	4	0.3556235770111746	0.18762276669015565	True	dev
392929872.1644.1644	civil	0	4	4	0.03847865	0.01394880465	True	dev
393973338.36183.36183	derailed	1	7	0	0.0	0.0	False	dev
39433623.13455.13455	civil	0	7	0	0.0	0.0	False	dev
395896261.35714.35714	civil	0	6	0	0.0	0.0	False	dev
399172725.4008.4008	civil	0	12	12	0.3889421	0.12670574241666666	True	dev
401324966.8698.8698	civil	0	6	0	0.0	0.0	False	dev
403048277.16654.16654	derailed	1	6	0	0.0	0.0	False	dev
40385087.4701.4701	civil	0	3	3	0.17678448867144542	0.13712215689252547	True	dev
403925826.141787.141787	derailed	1	6	0	0.0	0.0	False	dev
407520161.10904.10904	derailed	1	8	0	0.0	0.0	False	dev
408629729.27981.27981	civil	0	7	0	0.0	0.0	False	dev
410361068.60688.60688	civil	0	6	0	0.0	0.0	False	dev
411548262.13413.13413	civil	0	5	5	0.046497084	0.0323992408	True	dev
412772022.103407.103407	civil	0	7	0	0.0	0.0	False	dev
41425987.60404.60404	civil	0	8	0	0.0	0.0	False	dev
416253247.1328.1328	derailed	1	5	5	0.6771105	0.290054388	True	dev
416495527.21724.21724	civil	0	6	0	0.0	0.0	False	dev
416510636.2319.2319	civil	0	4	4	0.13730925	0.0539969625	True	dev
41695649.67835.67836	derailed	1	8	0	0.0	0.0	False	dev
417116949.1754.1754	derailed	1	4	4	0.6300825	0.228823215	True	dev
417648783.105792.105792	civil	0	6	0	0.0	0.0	False	dev
418228870.33502.33502	civil	0	4	4	0.002134963	0.00160122225	True	dev
418671682.1514.1514	civil	0	4	4	0.08655281	0.03259688225	True	dev
418695946.3449.3449	derailed	1	4	4	0.9723168	0.26505605575	True	dev
420234982.4725.5924	civil	0	7	0	0.0	0.0	False	dev
420238290.70410.70410	civil	0	6	0	0.0	0.0	False	dev
421517004.1713.1713	civil	0	4	4	0.12291263411094032	0.06993834010344817	True	dev
421595209.5604.5604	derailed	1	7	0	0.0	0.0	False	dev
424259231.19682.19682	derailed	1	10	0	0.0	0.0	False	dev
424691747.33932.33932	derailed	1	9	0	0.0	0.0	False	dev
427695564.32647.32647	civil	0	5	5	0.10996155	0.0606731676	True	dev
428707734.52277.52277	civil	0	6	0	0.0	0.0	False	dev
430792779.0.0	derailed	1	8	8	0.67711049373	0.13488108548133876	True	dev
430973859.685.688	civil	0	6	0	0.0	0.0	False	dev
431298871.36913.36913	derailed	1	6	0	0.0	0.0	False	dev
431855130.18319.18319	civil	0	7	0	0.0	0.0	False	dev
432042350.25227.25227	derailed	1	6	0	0.0	0.0	False	dev
43253452.24.24	civil	0	5	5	0.3015850493089097	0.1049408396074567	True	dev
43421251.29013.29013	civil	0	4	4	0.19651835341281124	0.1323194230917279	True	dev
43509832.76095.76095	derailed	1	8	0	0.0	0.0	False	dev
435536821.3412.3412	derailed	1	10	0	0.0	0.0	False	dev
437976342.73643.73643	civil	0	7	0	0.0	0.0	False	dev
43836042.96770.96770	civil	0	8	0	0.0	0.0	False	dev
43876308.51572.51572	derailed	1	8	0	0.0	0.0	False	dev
439473115.92051.92051	civil	0	7	0	0.0	0.0	False	dev
43992469.55033.55033	civil	0	6	0	0.0	0.0	False	dev
441084985.348.348	civil	0	7	7	0.0845390852164113	0.04514790730101414	True	dev
442499415.33980.33980	civil	0	4	4	0.04462927	0.02990995825	True	dev
442605009.10054.10054	derailed	1	4	4	0.0	0.0	True	dev
444597236.176624.175873	derailed	1	9	0	0.0	0.0	False	dev
451122044.208.208	derailed	1	6	0	0.0	0.0	False	dev
451424806.10640.10640	civil	0	6	0	0.0	0.0	False	dev
451780442.12809.12809	civil	0	6	0	0.0	0.0	False	dev
452132142.190280.190280	civil	0	6	0	0.0	0.0	False	dev
454183854.6967.6967	civil	0	6	0	0.0	0.0	False	dev
454956608.1607.1607	derailed	1	5	5	0.63045913	0.25060043800000004	True	dev
454978736.90042.90042	derailed	1	5	5	0.64452356	0.292180092	True	dev
455107185.1831.1831	derailed	1	5	5	0.82595015	0.266629064	True	dev
455291480.139611.139611	civil	0	9	0	0.0	0.0	False	dev
457353294.15611.15611	derailed	1	10	0	0.0	0.0	False	dev
459515127.120998.120998	derailed	1	7	0	0.0	0.0	False	dev
461877034.54731.54731	derailed	1	7	0	0.0	0.0	False	dev
462206585.21475.21475	derailed	1	10	0	0.0	0.0	False	dev
464174316.11533.11533	civil	0	10	0	0.0	0.0	False	dev
465151872.2417.2417	derailed	1	5	5	0.93020815	0.22318119720000001	True	dev
468309473.22643.22643	civil	0	7	0	0.0	0.0	False	dev
46858832.26892.26892	derailed	1	6	6	0.79548836	0.23469630166666666	True	dev
469263648.13777.13777	derailed	1	6	0	0.0	0.0	False	dev
471148285.28188.28188	civil	0	7	0	0.0	0.0	False	dev
471462827.1311.1311	civil	0	4	4	0.11853519034842315	0.06650973668161803	True	dev
473786014.2956.2956	civil	0	4	4	0.31827016103687283	0.2023603267719	True	dev
476054070.11581.11581	derailed	1	11	0	0.0	0.0	False	dev
47645114.13406.13406	civil	0	10	0	0.0	0.0	False	dev
484796662.8189.8712	derailed	1	10	0	0.0	0.0	False	dev
48547991.119426.119426	civil	0	7	0	0.0	0.0	False	dev
488453419.65974.65974	derailed	1	7	0	0.0	0.0	False	dev
489995751.12408.12408	derailed	1	7	0	0.0	0.0	False	dev
492550735.63469.63469	derailed	1	11	0	0.0	0.0	False	dev
49340533.42352.42352	civil	0	6	0	0.0	0.0	False	dev
494737192.67859.0	civil	0	7	0	0.0	0.0	False	dev
495435334.22332.22326	derailed	1	8	0	0.0	0.0	False	dev
49917109.41732.41457	civil	0	6	0	0.0	0.0	False	dev
49922827.42158.42158	derailed	1	11	0	0.0	0.0	False	dev
500435599.1836.1836	civil	0	3	3	0.06808620242595884	0.04040607915496572	True	dev
500740708.19926.19926	civil	0	4	4	0.07439920109050527	0.032199554812787766	True	dev
5009702.20355.20355	civil	0	6	0	0.0	0.0	False	dev
501303249.26818.26818	civil	0	11	0	0.0	0.0	False	dev
501369513.121762.121762	derailed	1	10	0	0.0	0.0	False	dev
502276644.65016.65016	civil	0	8	0	0.0	0.0	False	dev
50262555.43630.43630	derailed	1	8	0	0.0	0.0	False	dev
50598973.66267.66240	civil	0	8	0	0.0	0.0	False	dev
506201661.227.227	derailed	1	6	0	0.0	0.0	False	dev
508450602.195.195	civil	0	8	0	0.0	0.0	False	dev
511827063.22709.22709	civil	0	10	0	0.0	0.0	False	dev
512463071.61606.61606	civil	0	10	0	0.0	0.0	False	dev
512498577.49935.49935	derailed	1	11	0	0.0	0.0	False	dev
51620047.7258.7258	derailed	1	6	0	0.0	0.0	False	dev
